record_id,date,returns,customer_complaints,shipping_time_days,delivery_accuracy,transportation_costs
REC-97116877,2020-10-18,31,1,2.56,91.69,7182.11
REC-63198642,2020-11-05,63,27,3.51,96.17,7757.58
REC-29101240,2023-12-18,76,47,5.21,99.03,7395.77
REC-40477018,2023-08-04,20,12,4.79,92.78,3163.38
REC-43946341,2023-06-30,56,43,1.28,98.98,8745.1
REC-63584976,2023-06-28,27,46,1.26,96.4,3440.24
REC-72438718,2020-12-07,40,26,4.72,98.65,855.88
REC-37473351,2022-06-08,28,25,1.81,94.75,2906.79
REC-27503885,2020-06-05,7,49,2.88,97.24,9770.62
REC-16891577,2023-02-25,31,29,2.46,99.38,6710.41
REC-29533708,2022-12-18,81,6,1.53,97.71,4568.51
REC-49650344,2021-08-25,29,37,4.93,91.01,3748.07
REC-17129557,2023-01-12,27,14,1.78,90.99,6415.16
REC-72423244,2022-07-21,33,7,1.84,96.68,4372.45
REC-97702160,2024-04-08,63,25,3.64,98.2,2677.72
REC-20485555,2020-01-22,83,28,4.68,90.84,3056.25
REC-57617011,2023-06-09,39,13,2.24,93.59,233.11
REC-84035401,2022-01-10,16,26,1.79,96.02,613.03
REC-15439094,2020-06-03,21,47,4.23,90.6,168.5
REC-19094010,2021-01-28,9,0,1.94,96.36,3187.11
REC-54486784,2019-11-18,95,2,2.58,92.11,1841.05
REC-51653367,2024-07-14,13,46,3.04,91.66,8849.74
REC-32272814,2022-04-18,83,30,5.55,93.09,9568.78
REC-23596622,2024-06-10,19,30,4.84,91.11,7760.34
REC-85375348,2020-09-20,98,43,3.41,96.18,8862.83
REC-18037892,2024-06-04,46,2,1.31,99.85,7601.96
REC-78384832,2020-05-23,21,7,4.64,95.75,5821.24
REC-94647699,2021-04-21,98,38,1.85,97.24,7175.27
REC-59830537,2024-04-11,33,25,5.91,91.04,5882.11
REC-70177680,2024-07-29,7,27,5.62,91.57,4286.23
REC-54834214,2020-02-13,44,14,1.72,91.77,6100.99
REC-56563585,2024-07-08,78,14,6.62,99.01,2702.69
REC-48242277,2024-02-09,94,9,4.34,92.25,6586.97
REC-16833876,2021-04-12,60,41,3.0,99.0,9455.72
REC-88600742,2023-09-19,79,16,2.81,99.7,426.53
REC-68840762,2023-12-11,14,39,2.34,94.66,9588.7
REC-68171060,2019-10-29,25,44,4.12,90.2,6773.66
REC-14852765,2020-09-09,61,20,6.24,91.18,7709.74
REC-86014287,2024-03-11,54,26,3.19,93.7,2913.81
REC-19031400,2021-03-13,87,20,4.51,95.72,3961.01
REC-60724233,2019-10-30,54,25,5.92,96.03,7488.7
REC-98666413,2022-01-03,71,46,2.2,99.94,8605.29
REC-95255730,2021-06-02,77,40,1.51,96.53,3110.57
REC-29320840,2021-10-03,43,21,3.82,98.15,6678.6
REC-36351536,2024-08-06,49,3,5.16,95.16,873.66
REC-92795474,2023-06-13,67,32,1.96,96.72,5078.46
REC-47011857,2020-05-21,47,48,3.76,93.15,6888.19
REC-39559783,2024-03-16,68,17,3.16,92.23,7524.14
REC-15907381,2022-05-24,0,21,1.64,90.65,6224.9
REC-11626011,2023-02-01,70,14,3.47,95.45,6021.52
REC-36104468,2020-01-19,76,13,4.38,94.37,8968.13
REC-86409465,2023-11-06,64,30,4.75,93.13,6521.14
REC-66047853,2019-11-13,59,17,4.37,94.06,496.27
REC-67299090,2022-07-24,65,4,6.31,97.47,9783.38
REC-86260745,2023-05-21,8,13,5.7,96.29,7739.49
REC-38268399,2021-03-15,56,18,4.6,95.4,1222.52
REC-18889007,2023-03-14,79,34,3.73,94.12,1530.2
REC-15027929,2019-11-15,16,48,1.39,97.29,1933.81
REC-74782142,2024-02-28,3,48,1.37,93.04,7135.66
REC-39406359,2022-05-15,22,1,2.89,99.73,4654.54
REC-32226983,2022-12-01,39,25,1.21,94.02,4203.11
REC-25332633,2021-11-09,50,17,1.86,93.07,7606.62
REC-99847647,2020-06-10,59,23,2.76,96.01,219.93
REC-56001399,2020-08-23,21,13,2.61,97.71,648.82
REC-72938222,2020-07-06,54,2,2.42,96.89,8661.08
REC-87449461,2024-04-11,47,14,1.15,97.16,1755.82
REC-54372362,2021-02-05,78,43,3.88,97.65,5512.01
REC-80693706,2022-02-04,9,10,4.61,92.42,5342.82
REC-99624137,2020-11-22,42,22,5.04,94.37,9554.5
REC-47441996,2021-03-22,11,13,4.07,97.57,8731.36
REC-40359901,2021-11-03,85,7,4.22,91.13,1094.75
REC-68233497,2020-06-06,46,41,5.32,96.01,8346.22
REC-46532526,2020-12-24,9,12,1.94,94.51,2911.38
REC-78294681,2022-04-12,30,46,3.8,92.18,6412.34
REC-76957784,2023-02-18,36,30,5.46,94.6,2996.25
REC-16883566,2021-02-08,3,24,4.16,98.32,7920.5
REC-44580161,2020-03-03,77,13,3.06,93.29,2020.33
REC-29860461,2022-06-08,65,34,6.65,98.05,722.1
REC-39387314,2021-03-18,49,38,1.92,93.18,9454.2
REC-72323676,2019-11-25,48,7,1.12,91.52,3398.18
REC-23233496,2020-03-01,53,26,2.76,92.64,626.16
REC-77893186,2022-03-15,29,29,5.16,98.87,7699.5
REC-65384277,2022-12-26,8,5,2.61,96.74,7767.14
REC-66276356,2020-07-04,92,32,6.45,93.02,8614.07
REC-50142446,2022-05-23,7,35,3.99,94.25,3013.35
REC-42547019,2020-11-17,6,15,3.74,92.41,6883.82
REC-93625448,2023-03-07,94,38,5.76,97.66,9103.14
REC-98970561,2022-06-05,74,42,5.59,95.08,5611.41
REC-52138595,2021-11-11,96,38,6.13,97.21,8192.91
REC-68468386,2022-11-11,28,45,4.5,99.51,7906.82
REC-68004568,2020-09-11,25,30,4.96,94.39,7653.09
REC-65596056,2020-02-10,5,17,5.68,98.46,2816.53
REC-14106460,2021-05-23,41,47,2.81,90.08,1237.88
REC-59711575,2021-09-15,65,3,1.95,93.05,1589.79
REC-51340055,2024-08-26,94,19,6.04,95.22,5825.48
REC-75299603,2021-09-05,11,17,4.39,99.34,6228.01
REC-63196481,2023-11-11,36,9,1.52,96.36,9383.89
REC-64400820,2023-12-30,48,23,3.56,98.95,7265.29
REC-41556108,2023-12-17,79,45,1.06,91.57,8533.48
REC-42646566,2022-12-11,9,6,6.08,99.1,7707.87
REC-55112093,2020-08-24,94,39,4.96,95.8,6942.22
REC-90259807,2021-12-16,36,22,1.73,94.9,5534.5
REC-89650979,2020-03-08,92,30,2.83,99.66,8377.47
REC-21123747,2022-05-18,60,37,6.59,96.65,105.78
REC-21018586,2023-08-16,36,21,6.98,91.9,8709.56
REC-11139490,2024-05-16,38,3,6.7,99.84,9920.03
REC-82527294,2023-02-17,40,20,3.22,93.3,8387.48
REC-76122158,2020-03-23,99,14,2.74,99.42,6588.54
REC-96969029,2023-10-15,13,22,2.27,93.3,3125.42
REC-16893126,2019-11-30,5,35,1.81,92.4,2359.61
REC-73244486,2023-02-19,41,49,1.52,93.98,624.36
REC-14386856,2021-08-28,78,0,1.15,99.91,8324.5
REC-49114136,2019-10-29,24,5,4.76,90.13,6360.57
REC-57949350,2021-12-16,75,25,2.51,96.47,7169.88
REC-15426400,2024-05-19,49,4,3.56,91.09,2997.68
REC-51576275,2024-08-27,53,11,1.59,95.47,6508.97
REC-23417922,2020-07-13,19,30,1.74,91.08,4237.4
REC-88230615,2021-10-06,72,47,4.54,97.17,7136.54
REC-15303441,2024-05-21,20,12,1.48,92.98,5518.23
REC-35803109,2020-09-26,48,7,5.93,92.98,7816.33
REC-62460899,2022-04-05,68,15,2.99,97.12,7873.34
REC-24433569,2024-07-02,53,26,6.09,90.74,8883.86
REC-89640794,2023-02-16,7,0,6.7,92.41,8162.36
REC-92602298,2023-06-18,45,23,4.31,93.06,6705.76
REC-19621170,2020-05-19,43,21,2.42,96.55,438.49
REC-28604725,2023-12-04,48,0,5.43,97.75,8712.9
REC-72053763,2021-05-26,12,14,1.26,96.7,820.84
REC-31125070,2020-11-17,55,11,1.29,95.42,5705.46
REC-22901033,2022-11-04,75,16,3.1,96.21,7485.48
REC-91400849,2024-04-07,25,48,6.49,97.77,7922.89
REC-48077170,2021-02-05,78,26,6.93,92.02,8072.97
REC-62800378,2021-10-02,90,20,5.86,99.94,6059.71
REC-99255940,2024-03-29,92,41,3.0,93.09,5397.45
REC-73439392,2023-04-10,84,35,2.48,95.56,5098.59
REC-58150867,2024-05-22,33,36,4.44,99.26,9728.22
REC-51124145,2023-07-06,33,42,4.85,96.32,7682.91
REC-97709864,2020-01-09,98,45,2.64,90.15,7991.28
REC-66098929,2019-09-05,74,14,4.27,99.98,2151.99
REC-51517045,2023-08-15,96,48,5.88,93.79,2628.81
REC-38259178,2022-02-16,43,6,1.21,91.16,7239.57
REC-71912861,2021-02-03,55,8,3.23,98.43,2281.09
REC-30833152,2019-09-03,53,12,6.46,99.26,9528.97
REC-20664018,2020-03-06,65,0,1.55,94.02,8623.9
REC-88877489,2023-10-09,77,24,3.43,91.66,3440.06
REC-29821270,2021-12-29,93,32,2.9,92.54,6331.38
REC-70253048,2021-10-20,77,8,6.57,93.09,2954.32
REC-30042306,2022-11-26,96,7,1.03,90.9,5468.57
REC-47913187,2022-08-28,56,22,2.79,95.57,9062.56
REC-52943014,2021-06-24,42,6,3.53,94.19,951.08
REC-74638823,2024-08-24,85,18,4.74,96.68,9193.96
REC-65013238,2024-01-04,25,7,2.11,99.41,624.28
REC-96477961,2022-01-23,46,35,5.22,99.49,4932.48
REC-38155104,2020-01-21,99,28,6.83,98.83,3736.09
REC-98071212,2021-01-15,38,7,1.68,94.5,153.6
REC-58883349,2024-03-18,52,31,4.95,94.1,2817.46
REC-62451520,2024-06-16,12,7,3.23,91.42,5374.17
REC-56316611,2020-04-06,10,35,1.58,96.72,7381.54
REC-16564882,2022-03-24,24,19,3.19,92.68,5442.61
REC-43847289,2020-06-06,31,19,5.81,91.93,5539.65
REC-35039993,2023-01-12,23,8,1.01,94.97,4922.18
REC-72210446,2020-09-18,65,22,2.92,95.34,1038.91
REC-53430116,2020-11-08,33,25,4.68,98.82,7955.1
REC-27837972,2024-05-26,84,18,5.3,93.87,8089.63
REC-66686642,2022-01-17,75,35,4.02,98.58,6526.03
REC-86043568,2023-05-06,91,1,2.63,99.97,5517.88
REC-10998405,2021-06-18,50,3,6.73,93.1,6602.55
REC-43635013,2023-12-18,64,25,3.34,98.08,212.28
REC-22511284,2022-05-17,64,23,2.19,97.58,5959.69
REC-54903382,2022-08-01,74,29,6.69,97.84,6593.03
REC-15640563,2021-11-22,40,20,2.83,93.45,4604.29
REC-42215392,2023-07-09,37,37,4.2,96.97,9536.03
REC-91057016,2021-12-28,27,43,4.41,99.76,3692.12
REC-47294047,2021-10-05,88,48,2.42,92.72,4273.92
REC-34228034,2022-05-28,98,34,2.04,95.63,6778.58
REC-15160548,2022-07-29,34,18,6.56,94.56,5780.43
REC-94763590,2021-06-17,81,32,4.6,94.36,5859.59
REC-56031713,2023-07-31,96,19,3.35,96.1,6596.0
REC-55255509,2022-06-18,73,21,1.3,90.37,7046.32
REC-24038805,2019-10-21,36,44,4.05,95.48,7186.94
REC-77253402,2020-10-21,59,30,3.3,96.57,7720.11
REC-38328230,2019-09-08,65,38,4.94,90.67,6561.24
REC-54629799,2023-09-21,52,31,2.26,95.15,8334.3
REC-46701305,2019-09-15,92,19,2.13,90.59,2083.26
REC-62437549,2019-10-01,53,20,1.22,95.87,8824.3
REC-89253930,2021-02-22,25,8,5.02,97.64,7781.73
REC-68376344,2023-03-08,68,23,2.26,95.7,4855.03
REC-71062690,2024-05-24,58,24,4.59,96.84,4091.61
REC-48949083,2023-10-30,3,20,4.35,96.94,2729.87
REC-71261852,2023-01-04,19,25,2.1,95.51,8488.9
REC-48183020,2024-03-30,61,5,1.24,96.35,9476.96
REC-12404497,2020-05-11,96,27,5.31,92.04,422.41
REC-89097226,2020-04-29,93,41,5.53,94.64,3119.41
REC-73688669,2024-04-01,11,48,2.52,98.13,3279.09
REC-72215698,2019-12-07,15,23,2.58,95.92,2640.23
REC-52302682,2023-06-16,8,41,4.87,96.16,9332.21
REC-70300178,2020-09-19,1,7,1.45,97.14,3744.55
REC-50303235,2022-09-02,26,0,3.54,92.18,7811.83
REC-40799334,2022-11-14,2,1,5.46,94.01,9779.34
REC-62990847,2022-09-18,73,26,1.36,98.6,7800.85
REC-10575125,2022-12-16,41,18,6.78,94.14,9703.81
REC-40765501,2021-03-05,60,28,1.72,96.37,7517.32
REC-39769617,2019-09-28,46,37,3.91,94.7,7558.65
REC-42075348,2020-09-23,35,37,2.49,95.54,3432.59
REC-10302045,2023-08-09,25,36,5.79,94.91,1371.88
REC-16410742,2022-10-27,70,22,3.65,97.98,1153.25
REC-46726628,2021-04-23,65,3,1.93,96.57,1914.78
REC-83356152,2023-06-14,20,46,1.82,96.71,2001.74
REC-12193574,2019-10-01,47,37,3.65,96.55,8727.67
REC-95901983,2021-07-21,67,28,4.45,96.32,4491.1
REC-90563516,2019-11-02,78,34,3.91,93.17,3829.56
REC-76657301,2022-01-22,75,25,1.72,90.56,5106.28
REC-81684347,2022-09-17,30,17,4.91,98.42,941.78
REC-25552030,2021-04-19,94,14,4.98,98.86,143.75
REC-62214255,2020-06-07,89,9,3.26,98.66,2204.1
REC-33788309,2022-03-31,40,46,1.37,96.21,8928.55
REC-98060591,2021-07-20,40,23,3.34,93.28,4711.37
REC-11907415,2021-08-29,57,14,2.83,95.22,9810.3
REC-20694051,2023-11-14,49,19,4.44,91.87,9257.77
REC-96817795,2022-10-03,24,37,4.34,93.12,6419.0
REC-74406325,2019-12-25,70,3,6.6,94.36,8611.37
REC-23349287,2022-01-21,79,44,4.05,95.18,1707.6
REC-44654107,2023-11-11,54,3,2.05,98.53,613.45
REC-98242407,2021-06-12,42,27,1.87,99.38,1963.58
REC-44506369,2019-09-24,45,26,4.89,93.36,8494.5
REC-31724678,2021-05-03,56,25,3.83,95.87,6638.6
REC-37392942,2023-01-14,13,44,5.2,97.22,6768.71
REC-58510263,2020-08-11,38,39,6.15,92.94,442.35
REC-48759195,2022-01-10,94,0,2.2,91.46,9325.8
REC-82788896,2024-07-05,99,47,3.98,95.63,4279.43
REC-95768162,2023-12-04,74,24,1.24,94.66,3585.87
REC-20230849,2023-11-14,42,48,5.48,97.49,421.45
REC-26299519,2021-02-12,82,28,6.79,98.39,7038.19
REC-42152047,2024-05-12,70,44,3.73,94.67,1292.67
REC-46245645,2021-04-26,20,26,6.46,98.59,5486.26
REC-25216365,2024-06-24,85,15,3.98,96.17,6722.88
REC-55302488,2024-06-22,99,33,1.18,92.79,9386.86
REC-77171016,2021-02-28,86,28,2.37,94.22,4185.0
REC-72451136,2020-03-23,37,37,3.85,94.87,9382.3
REC-26387650,2020-10-04,29,32,3.55,93.79,3176.38
REC-99657224,2020-03-22,87,26,5.17,91.36,9801.08
REC-21176055,2020-10-01,84,32,4.75,92.51,4401.96
REC-22352071,2021-11-16,4,45,5.36,94.22,2611.73
REC-33675811,2024-07-07,29,31,1.48,95.6,5580.22
REC-35407437,2021-08-10,75,7,1.43,96.13,8610.46
REC-43591464,2024-02-13,42,48,4.3,91.64,2292.52
REC-93260889,2022-01-01,84,14,2.3,91.53,3309.05
REC-18513830,2021-04-20,14,45,5.78,98.59,7598.25
REC-29570681,2019-11-12,28,29,3.54,95.62,8858.97
REC-31520447,2024-03-14,79,35,1.19,97.99,5162.35
REC-81780879,2021-10-26,49,15,2.8,93.53,5497.5
REC-74248731,2024-06-07,32,13,1.7,91.03,5775.37
REC-13998226,2023-07-13,84,2,3.09,97.4,3330.89
REC-62248036,2019-09-08,62,34,5.32,98.46,4433.43
REC-23900847,2023-04-20,25,26,3.26,94.63,7610.42
REC-64017185,2020-02-10,96,28,2.96,91.28,4262.82
REC-32484558,2022-06-01,67,30,5.11,97.87,1715.49
REC-93359286,2023-05-07,32,40,1.59,93.7,8057.38
REC-88699165,2023-02-17,96,45,5.28,94.83,251.14
REC-40434030,2021-12-31,25,43,2.87,92.93,6653.6
REC-84820714,2020-09-14,6,37,4.08,93.01,4212.76
REC-61979251,2024-01-29,16,32,6.78,95.51,1304.75
REC-96238565,2023-08-21,98,0,5.19,98.0,8249.35
REC-36724504,2023-11-19,36,13,3.2,94.66,6433.68
REC-14882771,2022-09-29,67,12,6.19,91.82,2339.47
REC-35243741,2024-01-26,5,49,5.6,96.98,3062.17
REC-86630175,2020-01-15,0,16,2.73,91.1,3978.42
REC-12297985,2021-07-30,41,13,3.07,97.14,3424.72
REC-97069298,2020-01-25,91,12,4.76,98.84,1840.74
REC-65771986,2022-01-12,7,37,4.2,90.82,4060.95
REC-52301424,2023-03-30,67,12,3.35,98.22,652.45
REC-21438741,2024-03-13,73,33,1.08,93.48,6176.46
REC-22881862,2023-06-27,15,5,3.69,94.85,2975.44
REC-85351481,2022-05-11,4,48,5.95,96.05,3594.03
REC-89575745,2019-09-18,71,12,3.18,90.31,5748.94
REC-73542673,2023-01-01,36,37,5.83,95.91,1561.0
REC-84300929,2021-04-28,17,6,2.11,97.47,2827.25
REC-26072981,2022-07-07,63,18,4.53,91.89,6028.28
REC-95641687,2020-05-13,33,48,3.65,94.59,4859.24
REC-43022604,2024-07-13,28,30,6.58,92.46,4034.7
REC-82085863,2019-11-19,45,32,5.3,94.93,4064.43
REC-49386369,2021-08-03,13,25,6.79,97.36,4171.66
REC-24304153,2023-04-10,56,21,2.79,94.02,560.86
REC-50292848,2020-04-20,98,18,3.47,92.67,2977.95
REC-44665942,2021-10-17,67,48,5.12,90.13,2193.65
REC-30540246,2021-05-05,90,17,6.55,97.57,5314.11
REC-55626134,2021-01-25,66,8,6.14,91.09,730.34
REC-19985429,2022-06-20,84,5,6.27,93.92,8753.48
REC-58826428,2022-04-24,59,33,4.97,93.55,9054.99
REC-76878955,2020-03-15,72,1,3.56,99.09,9200.93
REC-50241177,2020-06-28,75,35,1.86,93.19,1760.05
REC-13051069,2019-11-27,51,22,4.24,95.5,4967.28
REC-48272885,2023-10-02,69,42,1.06,98.3,2312.88
REC-34800234,2023-05-06,3,26,2.57,99.18,2194.41
REC-28444834,2019-11-15,87,19,4.27,91.92,5654.39
REC-90920728,2022-07-06,90,16,4.74,95.63,3964.23
REC-58658243,2021-10-18,99,22,1.93,98.33,6126.69
REC-22771791,2021-10-08,91,16,3.2,93.74,8437.76
REC-54799885,2020-08-02,25,22,1.03,93.51,4480.58
REC-26606352,2023-09-12,19,21,2.86,90.29,8018.9
REC-87364623,2021-09-11,64,26,3.88,91.26,9729.47
REC-88145345,2022-07-26,10,27,6.29,91.06,6234.34
REC-41074005,2020-02-18,68,47,5.88,94.44,2497.41
REC-47113201,2022-07-04,19,6,3.19,97.53,1435.36
REC-83847719,2024-02-02,38,36,6.94,98.77,274.25
REC-20692205,2021-09-06,64,6,2.8,99.66,9869.09
REC-87492199,2020-04-15,79,22,3.97,97.3,8256.76
REC-49890367,2023-05-26,98,32,4.76,90.44,6933.91
REC-23480253,2020-06-25,98,29,4.78,90.58,9712.64
REC-15467685,2023-06-20,45,4,6.45,96.64,7143.52
REC-66394418,2024-08-04,20,34,4.87,95.85,9145.4
REC-98301509,2020-09-23,99,22,6.24,98.67,4136.0
REC-46111036,2020-05-24,99,4,3.0,95.02,7971.23
REC-28373284,2020-03-08,45,31,1.63,92.27,9313.73
REC-22658740,2019-12-14,65,13,6.88,99.18,6501.12
REC-24338304,2022-11-17,48,23,4.41,98.05,549.99
REC-15707588,2022-05-02,26,6,1.54,97.94,6777.33
REC-58469806,2020-03-22,9,34,2.74,96.1,207.42
REC-82741232,2020-10-02,46,25,1.73,91.71,9001.0
REC-45471363,2020-03-12,59,6,6.19,98.52,2095.7
REC-89303061,2023-06-05,73,39,5.07,92.45,7014.72
REC-21007045,2020-02-19,55,10,5.85,92.15,3362.07
REC-32599555,2022-03-26,77,16,2.03,94.53,9670.12
REC-97038284,2023-05-05,26,6,6.59,92.54,4293.9
REC-94669760,2020-03-24,32,39,5.38,99.66,491.86
REC-73124701,2020-07-14,66,19,2.28,99.04,1978.23
REC-27000208,2020-02-22,74,29,3.46,99.24,8843.71
REC-78408689,2024-06-04,22,47,6.7,96.12,1365.16
REC-64748819,2020-02-11,3,1,5.07,93.26,6790.95
REC-80192532,2022-03-06,87,32,2.43,95.88,1268.61
REC-87402122,2022-11-30,90,16,5.34,97.36,9163.53
REC-76122740,2023-01-31,85,1,3.86,92.95,221.18
REC-41931968,2020-06-25,11,28,2.27,98.09,4858.1
REC-67676460,2023-03-02,10,23,5.09,93.02,5040.02
REC-92310089,2021-08-26,75,0,1.13,97.78,2009.92
REC-35833126,2019-10-04,90,0,6.74,98.91,2772.37
REC-49286375,2023-07-11,9,40,6.2,91.22,1075.88
REC-28281865,2022-12-07,99,49,6.97,93.12,3783.3
REC-89291824,2023-08-14,4,7,4.34,96.91,5431.05
REC-87622366,2023-04-24,62,23,3.65,99.77,7318.46
REC-46152919,2020-07-12,73,26,1.37,97.46,1030.91
REC-92729773,2022-07-23,10,13,1.61,95.46,7339.51
REC-66401535,2019-11-21,89,23,4.55,90.1,3572.33
REC-97018401,2023-07-13,39,2,5.2,95.44,5550.53
REC-10194969,2024-01-25,27,47,4.94,92.89,7323.01
REC-64431323,2022-06-17,69,29,3.78,92.44,622.17
REC-43948523,2024-09-01,35,40,4.54,97.79,3335.21
REC-87392091,2021-04-22,77,4,5.42,99.14,7554.54
REC-96009479,2020-08-02,39,35,5.94,90.26,1281.06
REC-43390704,2020-07-17,89,21,4.41,96.04,2968.54
REC-15396384,2019-10-10,30,31,3.34,92.16,5208.28
REC-43553891,2020-03-29,9,26,3.94,97.33,3665.65
REC-19690419,2021-04-25,56,33,3.94,92.89,7150.98
REC-27845866,2024-07-17,37,21,3.39,93.88,9750.43
REC-47117787,2020-09-27,38,11,5.4,90.93,1697.01
REC-87118114,2023-12-31,89,21,2.4,90.59,6046.11
REC-97490228,2021-11-06,81,34,6.4,98.46,4302.77
REC-24867878,2022-09-10,66,3,5.67,92.12,2734.12
REC-65479681,2023-04-02,84,28,2.41,93.69,6569.08
REC-55816159,2023-10-06,17,14,1.23,97.81,1301.59
REC-70005324,2023-06-14,58,46,2.01,95.45,7259.15
REC-29728335,2021-04-01,18,30,3.45,95.54,9929.06
REC-59493703,2021-09-26,91,47,5.52,93.18,9160.46
REC-65180510,2020-11-02,48,45,3.35,98.02,8542.82
REC-98519306,2020-01-16,87,1,4.57,95.48,7394.28
REC-46918544,2020-03-07,10,10,6.01,96.66,719.26
REC-99002424,2020-10-02,74,7,1.66,99.65,2041.35
REC-95235179,2022-04-27,52,8,6.15,95.71,8751.07
REC-37753738,2024-08-22,45,21,2.61,98.09,5042.11
REC-57402774,2023-05-18,0,18,3.3,91.18,6305.52
REC-99369812,2024-01-13,32,4,3.56,95.94,5697.58
REC-75755054,2022-09-17,58,38,1.28,98.47,9165.3
REC-46761893,2022-04-25,46,36,4.88,99.99,8034.87
REC-16567733,2024-08-19,54,16,5.13,98.42,2168.36
REC-10410356,2024-04-09,28,36,1.78,90.19,1610.0
REC-72220991,2020-11-27,30,9,1.78,92.61,291.73
REC-18241585,2020-12-02,2,9,5.73,97.24,2193.89
REC-71572062,2023-08-30,62,27,5.51,98.52,6108.83
REC-48798708,2022-04-18,40,41,4.02,97.42,8324.28
REC-65486192,2022-08-02,72,38,3.9,92.51,2578.25
REC-48548665,2022-02-22,2,9,3.46,98.04,190.09
REC-48043501,2022-10-21,80,11,5.15,98.1,1353.21
REC-33764601,2019-09-27,79,20,1.64,90.27,9111.56
REC-11847858,2024-01-27,50,35,1.23,96.52,6878.04
REC-81080683,2024-08-28,74,29,5.71,90.1,9514.16
REC-88716610,2020-11-24,89,39,5.62,93.9,1802.72
REC-56686694,2020-02-27,7,1,3.29,93.72,3813.09
REC-96469773,2021-09-08,74,11,4.07,93.72,4968.15
REC-70309806,2023-12-25,97,49,4.8,90.94,3570.36
REC-46992495,2024-06-05,68,8,1.18,96.81,7808.43
REC-62424760,2020-02-18,82,37,5.12,95.34,5953.28
REC-31536347,2023-04-05,78,17,3.31,91.13,7572.72
REC-39603821,2022-08-05,7,48,2.77,90.49,4000.36
REC-27916286,2021-05-01,43,16,3.93,91.47,2551.34
REC-41463449,2021-05-16,82,29,5.38,90.11,2691.13
REC-61617675,2021-05-19,91,19,2.74,94.31,2757.87
REC-84054169,2020-04-01,40,38,1.83,99.27,121.04
REC-96152815,2022-07-29,97,38,2.14,98.79,2748.6
REC-24740381,2021-04-12,25,34,5.96,91.53,3099.42
REC-59772507,2023-09-19,12,20,1.99,99.25,4265.61
REC-44200177,2023-08-24,59,37,2.27,99.48,7576.26
REC-46482003,2022-06-26,39,26,4.32,93.45,2429.73
REC-51636644,2024-08-03,32,47,1.64,95.87,596.27
REC-12724561,2024-06-25,63,46,2.55,96.89,8917.98
REC-86122371,2022-07-10,66,2,3.87,90.99,6727.38
REC-42376774,2022-03-20,27,13,7.0,98.25,2390.37
REC-43836123,2023-03-25,84,27,6.43,93.34,1666.8
REC-99717427,2022-06-18,55,35,6.58,90.36,9871.65
REC-34554763,2021-01-18,23,1,5.9,96.67,5024.65
REC-80910956,2020-07-23,49,5,6.02,100.0,7066.31
REC-30011366,2023-07-14,48,18,4.28,90.08,9245.29
REC-53939753,2020-01-11,51,20,4.08,94.98,6940.25
REC-86229101,2023-11-20,73,32,4.77,94.37,5096.67
REC-10196027,2021-07-14,88,17,1.63,93.95,3881.61
REC-35960277,2019-09-13,69,36,4.91,97.87,9051.87
REC-24558091,2021-07-25,37,17,3.88,91.18,8095.36
REC-67022224,2021-08-17,96,40,5.45,91.28,7925.45
REC-46499378,2023-08-21,31,40,2.31,90.67,9807.74
REC-94402421,2021-06-25,38,17,5.72,98.32,1914.91
REC-99903903,2021-09-13,25,10,1.23,92.35,3849.98
REC-22896972,2023-10-04,84,14,1.3,98.06,3872.05
REC-73331235,2022-06-27,31,4,2.68,95.87,9339.7
REC-42867782,2022-11-12,81,23,3.36,91.63,858.21
REC-16147632,2021-05-31,54,36,1.62,93.91,6487.77
REC-57899710,2023-01-27,17,40,4.12,90.61,4813.96
REC-42368904,2021-03-27,89,15,6.43,93.26,7696.82
REC-54752107,2019-09-22,67,22,1.74,93.6,8156.89
REC-40544959,2022-10-03,16,26,4.82,99.75,3036.86
REC-85488785,2019-10-02,79,15,5.95,91.38,1441.59
REC-20236554,2020-04-18,3,43,2.41,90.38,1049.24
REC-85854351,2022-09-17,27,26,4.19,91.43,2505.63
REC-41045155,2019-12-04,42,12,4.83,97.13,4440.13
REC-15889037,2024-05-21,73,24,6.32,91.69,5342.98
REC-72690802,2020-08-24,96,40,5.75,96.4,5378.87
REC-81803895,2020-11-17,47,9,4.19,96.93,3122.39
REC-23772773,2022-02-20,73,40,3.54,95.64,6785.93
REC-69227756,2023-06-01,98,43,3.25,91.51,5383.15
REC-39626168,2021-04-27,14,39,2.81,99.21,9000.29
REC-39322608,2024-08-25,84,9,2.97,91.41,7948.08
REC-22999817,2022-09-24,3,23,5.89,96.83,1107.2
REC-44421014,2020-01-16,47,22,5.16,92.63,2540.55
REC-88852864,2019-12-03,64,25,6.65,90.11,5562.46
REC-26143367,2021-05-12,71,27,6.95,97.51,7878.08
REC-96304579,2021-05-08,44,36,2.77,98.46,6446.94
REC-38062838,2022-01-31,92,31,3.83,94.48,5395.99
REC-55743318,2021-02-24,46,21,5.68,91.42,9270.22
REC-92110921,2021-07-13,25,34,3.58,91.79,6898.21
REC-22550720,2021-11-24,7,16,6.68,91.0,2754.86
REC-90305616,2021-02-24,18,20,3.72,97.09,857.86
REC-94437310,2022-07-23,86,11,2.7,97.64,6811.32
REC-15928471,2024-05-20,19,35,3.95,99.11,6206.61
REC-47189249,2021-10-05,74,23,6.96,90.94,8293.76
